# Tissue: lower leg skin
# Gene Count: 77
Gene_ID	Transcript_ID	Gene_Symbol	EntrezGene_ID	RefSeq_mRNA_ID	RefSeq_Protein_ID
ENSG00000179918	ENST00000478753	SEPHS2	22928	NM_012248	NP_036380
ENSG00000182154	ENST00000371443	MRPL41	64975	NM_032477	NP_115866
ENSG00000182636	ENST00000649030	NDN	4692	NM_002487	NP_002478
ENSG00000182700	ENST00000333305	IGIP	492311	NM_001007189	NP_001007190
ENSG00000182810	ENST00000332395	DDX28	55794	NM_018380	NP_060850
ENSG00000183734	ENST00000331289	ASCL2	430	NM_005170	NP_005161
ENSG00000183779	ENST00000331569	ZNF703	80139	NM_025069	NP_079345
ENSG00000184811	ENST00000333813	TRARG1	286753	NM_172367	NP_758955
ENSG00000185085	ENST00000330574	INTS5	80789	NM_030628	NP_085131
ENSG00000186222	ENST00000320776	BLOC1S4	55330	NM_018366	NP_060836
ENSG00000186844	ENST00000335123	LCE1A	353131	NM_178348	NP_848125
ENSG00000187173	ENST00000368779	LCE2A	353139	NM_178428	NP_848515
ENSG00000187180	ENST00000368783	LCE2C	353140	NM_178429	NP_848516
ENSG00000187223	ENST00000368784	LCE2D	353141	NM_178430	NP_848517
ENSG00000188636	ENST00000341255	RTL6	84247	NM_032287	NP_115663
ENSG00000196734	ENST00000360090	LCE1B	353132	NM_178349	NP_848126
ENSG00000197191	ENST00000650725	CYSRT1	375791	NM_199001	NP_945352
ENSG00000197296	ENST00000396825	FITM2	128486	NM_001080472	NP_001073941
ENSG00000197353	ENST00000359228	LYPD2	137797	NM_205545	NP_991108
ENSG00000198142	ENST00000356454	SOWAHC	65124	NM_023016	NP_075392
ENSG00000198854	ENST00000368775	KPLCE	100129271	NM_001024679	NP_001019850
ENSG00000203782	ENST00000368742	LORICRIN	4014	NM_000427	NP_000418
ENSG00000203883	ENST00000340356	SOX18	54345	NM_018419	NP_060889
ENSG00000204439	ENST00000375911	C6orf47	57827	NM_021184	NP_067007
ENSG00000204538	ENST00000259845	PSORS1C2	170680	NM_014069	NP_054788
ENSG00000204542	ENST00000259870	C6orf15	29113	NM_014070	NP_054789
ENSG00000205138	ENST00000378887	SDHAF1	644096	NM_001042631	NP_001036096
ENSG00000221821	ENST00000408925	C6orf226	441150	NM_001008739	NP_001008739
ENSG00000223496	ENST00000435634	EXOSC6	118460	NM_058219	NP_478126
ENSG00000240386	ENST00000334371	LCE1F	353137	NM_178354	NP_848131
ENSG00000241794	ENST00000392653	SPRR2A	6700	NM_005988	NP_005979
ENSG00000247626	ENST00000282276	MARS2	92935	NM_138395	NP_612404
ENSG00000255398	ENST00000528880	HCAR3	8843	NM_006018	NP_006009
ENSG00000270170	ENST00000602845	NCBP2AS2	152217	NM_001355243	NP_001342172
ENSG00000280789	ENST00000320330	PAGR1	79447	NM_024516	NP_078792
ENSG00000281991	ENST00000615541	TMEM265	100862671	NM_001256829	NP_001243758
ENSG00000283227	ENST00000636302	SPRR5	110806278	NM_001395435	NP_001382364
