# Tissue: jejunum
# Gene Count: 176
Gene_ID	Transcript_ID	Gene_Symbol	EntrezGene_ID	RefSeq_mRNA_ID	RefSeq_Protein_ID
ENSMUSG00000037010	ENSMUST00000039026	Apln	30878	NM_013912	NP_038940
ENSMUSG00000037843	ENSMUST00000109523	Vstm2l	277432	NM_198627	NP_941029
ENSMUSG00000038527	ENSMUST00000049124	C1rl	232371	NM_181344	NP_851989
ENSMUSG00000038692	ENSMUST00000049241	Hoxb4	15412	NM_010459	NP_034589
ENSMUSG00000039084	ENSMUST00000040418	Chad	12643	NM_007689	NP_031715
ENSMUSG00000039278	ENSMUST00000041096	Pcsk1n	30052	NM_013892	NP_038920
ENSMUSG00000040205	ENSMUST00000046611	Cuzd1	16433	NM_008411	NP_032437
ENSMUSG00000040659	ENSMUST00000036854	Efhd2	27984	NM_025994	NP_080270
ENSMUSG00000041378	ENSMUST00000043577	Cldn5	12741	NM_013805	NP_038833
ENSMUSG00000041567	ENSMUST00000043915	Serpina12	68054	NM_026535	NP_080811
ENSMUSG00000042031	ENSMUST00000046234	Lce3b	66344	NM_025501	NP_079777
ENSMUSG00000042041	ENSMUST00000048482	2010003K11Rik	69861	NM_027237	NP_081513
ENSMUSG00000042248	ENSMUST00000049178	Cyp2c37	13096	NM_010001	NP_034131
ENSMUSG00000042380	ENSMUST00000142029	Smim12	80284	NM_030252	NP_084528
ENSMUSG00000042595	ENSMUST00000047852	Fam199x	245622	NM_146261	NP_666373
ENSMUSG00000042816	ENSMUST00000054738	Gpr151	240239	NM_181543	NP_853521
ENSMUSG00000042821	ENSMUST00000052631	Snai1	20613	NM_011427	NP_035557
ENSMUSG00000043501	ENSMUST00000044584	Lgals2	107753	NM_025622	NP_079898
ENSMUSG00000043811	ENSMUST00000059589	Rtn4r	65079	NM_022982	NP_075358
ENSMUSG00000044220	ENSMUST00000057178	Nkx2-3	18089	NM_008699	NP_032725
ENSMUSG00000044641	ENSMUST00000052125	Pard6b	58220	NM_021409	NP_067384
ENSMUSG00000044988	ENSMUST00000058610	Ucn3	83428	NM_031250	NP_112540
ENSMUSG00000045019	ENSMUST00000056113	Acer1	171168	NM_175731	NP_783858
ENSMUSG00000045210	ENSMUST00000057438	Vcpip1	70675	NM_173443	NP_775619
ENSMUSG00000045414	ENSMUST00000113028	Dipk2a	68861	NM_001033145	NP_001028317
ENSMUSG00000045954	ENSMUST00000051572	Cavin2	20324	NM_138741	NP_620080
ENSMUSG00000046082	ENSMUST00000050389	Tmem174	68344	NM_026685	NP_080961
ENSMUSG00000046248	ENSMUST00000187512	Krtap5-3	77215	NM_023860	NP_076349
ENSMUSG00000047654	ENSMUST00000050373	Tssk6	83984	NM_032004	NP_114393
ENSMUSG00000047819	ENSMUST00000062623	Tigd4	403175	NM_207278	NP_997161
ENSMUSG00000047822	ENSMUST00000058777	Angptl8	624219	NM_001080940	NP_001074409
ENSMUSG00000048087	ENSMUST00000059524	Ahcyl	11615	NM_001304528	NP_001291457
ENSMUSG00000048429	ENSMUST00000062125	Timm29	69773	NM_178619	NP_848734
ENSMUSG00000049037	ENSMUST00000060484	Clec4a1	269799	NM_199311	NP_955015
ENSMUSG00000049232	ENSMUST00000062626	Tigd2	68140	NM_001081145	NP_001074614
ENSMUSG00000049285	ENSMUST00000057773	Mblac1	330216	NM_177878	NP_808546
ENSMUSG00000049892	ENSMUST00000062405	Rasd1	19416	NM_009026	NP_033052
ENSMUSG00000050621	ENSMUST00000053150	Rps27rt	100043813	NM_001190258	NP_001177187
ENSMUSG00000051316	ENSMUST00000066272	Taf7	24074	NM_175770	NP_786964
ENSMUSG00000051495	ENSMUST00000054960	Irf2bp2	270110	NM_001164598	NP_001158070
ENSMUSG00000051652	ENSMUST00000057608	Lrrc3	237387	NM_145152	NP_660134
ENSMUSG00000052271	ENSMUST00000060747	Bhlha15	17341	NM_010800	NP_034930
ENSMUSG00000053820	ENSMUST00000066460	Bcl2a1c	12046	NM_007535	NP_031561
ENSMUSG00000054408	ENSMUST00000067476	Spcs3	76687	NM_029701	NP_083977
ENSMUSG00000056529	ENSMUST00000070690	Ptafr	19204	NM_001081211	NP_001074680
ENSMUSG00000059606	ENSMUST00000075648	Rnase2b	54159	NM_019398	NP_062271
ENSMUSG00000059668	ENSMUST00000023797	Krt4	16682	NM_008475	NP_032501
ENSMUSG00000060509	ENSMUST00000182350	Xcr1	23832	NM_011798	NP_035928
ENSMUSG00000062694	ENSMUST00000075477	Cav3	12391	NM_007617	NP_031643
ENSMUSG00000062833	ENSMUST00000080742	Sval3	387564	NM_001003952	NP_001003952
ENSMUSG00000063529	ENSMUST00000076622	Stmnd1	380842	NM_001005422	NP_001005422
ENSMUSG00000064213	ENSMUST00000080533	Defa24	503491	NM_001024225	NP_001019396
ENSMUSG00000064356	ENSMUST00000082407	mt-Atp8	17706		NP_904332
ENSMUSG00000064360	ENSMUST00000082411	mt-Nd3	17718		NP_904335
ENSMUSG00000066071	ENSMUST00000084343	Cyp4a12a	277753	NM_177406	NP_803125
ENSMUSG00000068522	ENSMUST00000090025	Aard	239435	NM_175503	NP_780712
ENSMUSG00000070464	ENSMUST00000094226	Ccl26	541307	NM_001013412	NP_001013430
ENSMUSG00000070583	ENSMUST00000094481	Fv1	14349	NM_010244	NP_034374
ENSMUSG00000070797	ENSMUST00000094794	Psg27	545925	NM_001037168	NP_001032245
ENSMUSG00000071489	ENSMUST00000095959	Ptgdr	19214	NM_008962	NP_032988
ENSMUSG00000072620	ENSMUST00000038038	Slfn2	20556	NM_011408	NP_035538
ENSMUSG00000073028	ENSMUST00000196201	Igkv4-71			
ENSMUSG00000073043	ENSMUST00000101351	Atoh1	11921	NM_007500	NP_031526
ENSMUSG00000074195	ENSMUST00000098549	Clca4b	99709	NM_001033199	NP_001028371
ENSMUSG00000074300	ENSMUST00000098713	Smim31	407795	NM_001352886	NP_001339815
ENSMUSG00000074359	ENSMUST00000057810	Psg23	56868	NM_020261	NP_064657
ENSMUSG00000074440	ENSMUST00000098893	Defa3	13237	NM_007850	NP_031876
ENSMUSG00000074443	ENSMUST00000098897	Defa22	382059	NM_207658	NP_997541
ENSMUSG00000075543	ENSMUST00000100433	Urad	231903	NM_001039678	NP_001034767
ENSMUSG00000076469	ENSMUST00000103270	Trbv13-2			
ENSMUSG00000076470	ENSMUST00000103271	Trbv13-3			
ENSMUSG00000076476	ENSMUST00000103277	Trbv20			
ENSMUSG00000076505	ENSMUST00000103306	Igkv1-131			
ENSMUSG00000076526	ENSMUST00000196839	Igkv12-98			
ENSMUSG00000076532	ENSMUST00000103333	Igkv4-91			
ENSMUSG00000076535	ENSMUST00000103336	Igkv1-88			
ENSMUSG00000076540	ENSMUST00000103341	Igkv4-80			
ENSMUSG00000076541	ENSMUST00000103342	Igkv4-79			
ENSMUSG00000076548	ENSMUST00000103349	Igkv4-69			
ENSMUSG00000076556	ENSMUST00000103357	Igkv4-57			
ENSMUSG00000076562	ENSMUST00000103363	Igkv4-50			
ENSMUSG00000076570	ENSMUST00000198880	Igkv12-38			
ENSMUSG00000076575	ENSMUST00000197429	Igkv7-33			
ENSMUSG00000076581	ENSMUST00000103382	Igkv8-26			
ENSMUSG00000076583	ENSMUST00000103384	Igkv8-24			
ENSMUSG00000076633	ENSMUST00000195468	Ighv5-2			
ENSMUSG00000076652	ENSMUST00000103461	Ighv7-3			
ENSMUSG00000076653	ENSMUST00000193133	Ighv7-2			
ENSMUSG00000076665	ENSMUST00000103474	Ighv7-1			
ENSMUSG00000076750	ENSMUST00000198663	Trgv3			
ENSMUSG00000076795	ENSMUST00000198439	Trav8d-2			
ENSMUSG00000078202	ENSMUST00000104999	Nrarp	67122	NM_025980	NP_080256
ENSMUSG00000078719	ENSMUST00000107884	Msmp	100039672	NM_001099314	NP_001092784
ENSMUSG00000079440	ENSMUST00000113270	Alpi	76768	NM_001081082	NP_001074551
ENSMUSG00000079494	ENSMUST00000032074	Nat8f5	69049	NM_023493	NP_075982
ENSMUSG00000079543	ENSMUST00000114212	Igkv13-85			
ENSMUSG00000089768	ENSMUST00000113071	Tmsb15b1	666244	NM_001081983	NP_001075452
ENSMUSG00000091264	ENSMUST00000165561	Smim13	108934	NM_001135577	NP_001129049
ENSMUSG00000091736	ENSMUST00000065806	Yy2	100073351	NM_001098723	NP_001092193
ENSMUSG00000092118	ENSMUST00000169357	Fancf	100040608	NM_001115087	NP_001108559
ENSMUSG00000093906	ENSMUST00000200578	Igkv9-129			
ENSMUSG00000094102	ENSMUST00000103472	Ighv9-2			
ENSMUSG00000094117	ENSMUST00000103396	Igkv3-12			
ENSMUSG00000094262	ENSMUST00000198345	Igkv4-62			
ENSMUSG00000094319	ENSMUST00000199437	Igkv4-54			
ENSMUSG00000094413	ENSMUST00000197433	Trav15n-1			
ENSMUSG00000094478	ENSMUST00000103402	Igkv3-3			
ENSMUSG00000094797	ENSMUST00000103393	Igkv6-15			
ENSMUSG00000094940	ENSMUST00000103551	Ighv1-84			
ENSMUSG00000095007	ENSMUST00000103369	Igkv12-41			
ENSMUSG00000095066	ENSMUST00000084042	Defa20	68009	NM_183268	NP_899091
ENSMUSG00000095338	ENSMUST00000103398	Igkv3-9			
ENSMUSG00000095682	ENSMUST00000103404	Igkv3-1			
ENSMUSG00000095737	ENSMUST00000197406	Igkv11-125			
ENSMUSG00000096188	ENSMUST00000179802	Cmtm4	97487	NM_153582	NP_705810
ENSMUSG00000096255	ENSMUST00000179569	Dynlt1b	21648	NM_009342	NP_033368
ENSMUSG00000096459	ENSMUST00000103473	Ighv9-3			
ENSMUSG00000096461	ENSMUST00000196006	Igkv14-130			
ENSMUSG00000096490	ENSMUST00000103330	Igkv10-94			
ENSMUSG00000096515	ENSMUST00000199510	Igkv14-100			
ENSMUSG00000096580	ENSMUST00000103305	Igkv1-132			
ENSMUSG00000096591	ENSMUST00000179425	Gm13272	545648	NM_001161608	NP_001155080
ENSMUSG00000096672	ENSMUST00000103534	Ighv1-63			
ENSMUSG00000096844	ENSMUST00000103394	Igkv6-14			
ENSMUSG00000098207	ENSMUST00000183126	Arl14	71619	NM_027843	NP_082119
ENSMUSG00000103243	ENSMUST00000029524	Lce1d	69611	NM_027137	NP_081413
ENSMUSG00000104769	ENSMUST00000196959	Igkv8-34			
ENSMUSG00000111709	ENSMUST00000217203	Gsta13	100042295	NM_001243092	NP_001230021
ENSMUSG00000117924	ENSMUST00000010248	Tmem223	66836	NM_025791	NP_080067
