# Tissue: quadriceps femoris
# Gene Count: 96
Gene_ID	Transcript_ID	Gene_Symbol	EntrezGene_ID	RefSeq_mRNA_ID	RefSeq_Protein_ID
ENSMUSG00000068890	ENSMUST00000029530	Lce1a2	73722	NM_028625	NP_082901
ENSMUSG00000070583	ENSMUST00000094481	Fv1	14349	NM_010244	NP_034374
ENSMUSG00000070637	ENSMUST00000094544	Srarp	277744	NM_001033374	NP_001028546
ENSMUSG00000072620	ENSMUST00000038038	Slfn2	20556	NM_011408	NP_035538
ENSMUSG00000074195	ENSMUST00000098549	Clca4b	99709	NM_001033199	NP_001028371
ENSMUSG00000074433	ENSMUST00000098886	Lce3e	69514	NM_001254725	NP_001241654
ENSMUSG00000074440	ENSMUST00000098893	Defa3	13237	NM_007850	NP_031876
ENSMUSG00000074443	ENSMUST00000098897	Defa22	382059	NM_207658	NP_997541
ENSMUSG00000076469	ENSMUST00000103270	Trbv13-2			
ENSMUSG00000078157	ENSMUST00000104962	Fem1al	216622	NM_176829	NP_789799
ENSMUSG00000078202	ENSMUST00000104999	Nrarp	67122	NM_025980	NP_080256
ENSMUSG00000078719	ENSMUST00000107884	Msmp	100039672	NM_001099314	NP_001092784
ENSMUSG00000089768	ENSMUST00000113071	Tmsb15b1	666244	NM_001081983	NP_001075452
ENSMUSG00000091264	ENSMUST00000165561	Smim13	108934	NM_001135577	NP_001129049
ENSMUSG00000091736	ENSMUST00000065806	Yy2	100073351	NM_001098723	NP_001092193
ENSMUSG00000092118	ENSMUST00000169357	Fancf	100040608	NM_001115087	NP_001108559
ENSMUSG00000094904	ENSMUST00000178595	H2al1d	100042931	NM_001242950	NP_001229879
ENSMUSG00000095066	ENSMUST00000084042	Defa20	68009	NM_183268	NP_899091
ENSMUSG00000095413	ENSMUST00000178979	H2al1e	547160	NM_001025260	NP_001020431
ENSMUSG00000095445	ENSMUST00000164729	H2al1i	100042946	NM_001242954	NP_001229883
ENSMUSG00000095655	ENSMUST00000179004	H2al1f	100042939	NM_001242951	NP_001229880
ENSMUSG00000096097	ENSMUST00000178806	H2al1c	100042929	NM_001242949	NP_001229878
ENSMUSG00000096188	ENSMUST00000179802	Cmtm4	97487	NM_153582	NP_705810
ENSMUSG00000096255	ENSMUST00000179569	Dynlt1b	21648	NM_009342	NP_033368
ENSMUSG00000096490	ENSMUST00000103330	Igkv10-94			
ENSMUSG00000103243	ENSMUST00000029524	Lce1d	69611	NM_027137	NP_081413
ENSMUSG00000111709	ENSMUST00000217203	Gsta13	100042295	NM_001243092	NP_001230021
ENSMUSG00000117924	ENSMUST00000010248	Tmem223	66836	NM_025791	NP_080067
